Booking_ID,RoomType,FromDate,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price
INN12140,Neptune,21/3/2018,2,1,Buffet Breakfast,2,1,1,3,0,43,Online,0,0,121.0
INN35765,Neptune,8/4/2018,1,0,Not Selected,0,0,0,1,0,2,Online,0,0,89.0
INN32386,Neptune,6/7/2018,1,0,Buffet Breakfast,0,0,2,4,0,245,Offline,0,0,110.0
INN14999,Venus,5/10/2017,2,0,Buffet Breakfast,1,0,1,4,0,26,Online,0,0,106.93
INN04992,Neptune,3/3/2018,2,0,Not Selected,0,0,0,3,0,26,Online,0,0,67.87
INN28547,Neptune,8/4/2018,2,0,Not Selected,1,0,0,2,0,3,Online,0,0,104.0
INN22610,Neptune,21/5/2018,2,0,Buffet Breakfast,0,0,2,1,0,56,Online,0,0,126.9
INN21428,Venus,30/4/2018,2,0,Buffet Breakfast,0,0,1,1,0,69,Online,0,0,140.4
INN16873,Neptune,2/6/2018,2,0,Not Selected,0,0,0,3,0,65,Offline,0,0,72.25
INN19748,Neptune,5/10/2017,1,0,Luxury Buffet Breakfast,0,0,1,1,0,88,Offline,0,0,90.6
INN01049,Neptune,2/3/2018,1,0,Buffet Breakfast,1,0,0,1,0,7,Online,0,0,86.0
INN17265,Neptune,12/4/2018,2,0,Buffet Breakfast,1,0,0,4,0,72,Online,0,0,99.45
INN00650,Neptune,8/1/2018,1,0,Buffet Breakfast,0,0,2,3,0,9,Offline,0,0,44.8
INN09343,Jupiter,8/8/2018,2,2,Buffet Breakfast,0,0,1,1,0,47,Online,0,0,207.9
INN10433,Neptune,30/4/2018,2,0,Buffet Breakfast,1,1,2,3,0,77,Online,0,0,123.45
INN05203,Neptune,30/5/2018,2,0,Buffet Breakfast,1,0,1,2,0,56,Online,0,0,126.9
INN01234,Neptune,8/5/2018,2,0,Not Selected,0,0,1,0,0,1,Online,0,0,56.47
INN24744,Neptune,16/10/2017,2,0,Buffet Breakfast,0,0,0,1,0,180,Offline,0,0,70.0
INN17515,Neptune,13/11/2018,2,0,Buffet Breakfast,3,0,2,2,0,87,Online,0,0,91.0
INN27909,Venus,5/11/2018,2,0,Buffet Breakfast,2,0,2,1,0,48,Online,0,0,131.72
INN15678,Neptune,19/11/2018,2,0,Buffet Breakfast,1,0,0,1,0,18,Online,0,0,80.85
INN09221,Neptune,20/5/2018,2,0,Buffet Breakfast,0,0,0,2,0,211,Offline,0,0,100.0
INN17293,Neptune,24/3/2018,1,0,Buffet Breakfast,0,0,0,3,0,37,Online,0,0,112.2
INN15328,Neptune,29/6/2018,3,0,Buffet Breakfast,1,0,0,1,0,37,Offline,0,0,111.6
INN21987,Neptune,7/7/2018,1,0,Buffet Breakfast,0,0,0,1,0,55,Corporate,0,0,79.0
INN06344,Neptune,29/2/2018,1,0,Buffet Breakfast,0,0,1,1,0,117,Offline,0,0,76.0
INN21181,Venus,1/7/2018,2,0,Buffet Breakfast,0,0,0,2,0,180,Online,0,0,105.3
INN00179,Neptune,24/10/2017,1,1,Not Selected,0,0,2,5,0,37,Online,0,0,87.78
INN22296,Neptune,20/9/2017,1,0,Buffet Breakfast,1,0,2,3,0,13,Online,0,0,87.78
INN22900,Neptune,12/10/2018,2,1,Buffet Breakfast,1,0,1,4,0,73,Online,0,0,135.0
INN26161,Neptune,22/9/2018,2,0,Buffet Breakfast,0,0,0,3,0,276,Offline,0,0,116.33
INN06464,Neptune,21/9/2018,2,0,Buffet Breakfast,1,0,0,3,0,271,Online,0,0,101.33
INN17661,Venus,7/9/2018,2,0,Buffet Breakfast,0,0,0,4,0,47,Online,0,0,139.95
INN20203,Neptune,25/7/2018,3,0,Buffet Breakfast,1,0,1,2,0,126,Online,0,0,100.73
INN12751,Neptune,28/7/2018,2,1,Buffet Breakfast,1,0,0,2,0,59,Online,0,0,137.7
INN20527,Neptune,24/6/2018,1,0,Luxury Buffet Breakfast,0,0,0,2,0,265,Offline,0,0,87.0
INN22644,Neptune,9/8/2018,2,0,Not Selected,0,0,0,4,0,184,Online,0,0,89.25
INN18997,Neptune,25/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,41,Offline,0,0,85.0
INN11074,Neptune,29/5/2018,2,0,Buffet Breakfast,0,0,2,1,0,205,Offline,0,0,90.0
INN09634,Neptune,12/8/2018,2,0,Buffet Breakfast,1,1,2,2,0,193,Online,0,0,108.45
INN15433,Neptune,9/9/2017,2,0,Buffet Breakfast,0,0,0,2,0,86,Corporate,0,0,100.0
INN05005,Neptune,8/10/2017,2,0,Buffet Breakfast,0,0,1,3,0,210,Offline,0,0,72.75
INN15131,Neptune,3/7/2018,2,1,Buffet Breakfast,2,1,2,0,0,131,Online,0,0,121.5
INN16242,Neptune,21/9/2018,2,0,Buffet Breakfast,2,0,1,4,0,143,Online,0,0,129.6
INN26593,Neptune,8/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,56,Offline,0,0,120.0
INN18056,Venus,27/8/2018,2,0,Buffet Breakfast,0,0,2,5,0,48,Online,0,0,127.03
INN28753,Venus,17/11/2018,2,0,Buffet Breakfast,1,0,0,2,0,11,Online,0,0,121.0
INN19293,Mercury,15/10/2018,3,0,Buffet Breakfast,4,0,0,1,32,71,Complementary,1,0,0.0
INN18209,Neptune,21/10/2018,2,1,Buffet Breakfast,0,0,1,2,0,81,Online,0,0,135.0
INN02949,Neptune,4/9/2018,2,0,Buffet Breakfast,2,0,2,2,0,141,Online,0,0,133.65
INN25085,Neptune,22/8/2018,2,0,Buffet Breakfast,0,0,1,3,0,125,Online,0,0,103.05
INN28792,Neptune,17/9/2018,2,0,Not Selected,0,0,2,2,0,27,Online,0,0,128.28
INN36256,Neptune,18/9/2018,2,0,Buffet Breakfast,1,0,2,0,0,28,Online,0,0,149.0
INN12257,Neptune,19/9/2017,2,0,Not Selected,3,0,2,1,0,3,Online,0,0,152.0
INN15880,Neptune,25/11/2018,2,0,Not Selected,0,0,0,2,0,17,Online,0,0,88.0
INN07098,Neptune,29/11/2018,2,0,Buffet Breakfast,2,0,0,3,0,15,Online,0,0,106.33
INN18507,Neptune,16/7/2018,2,1,Buffet Breakfast,1,0,0,1,0,111,Online,0,0,121.5
INN34869,Neptune,6/8/2018,2,0,Buffet Breakfast,1,0,2,5,0,181,Online,0,0,72.75
INN09522,Neptune,23/2/2018,1,0,Buffet Breakfast,0,0,0,3,0,0,Corporate,0,0,66.0
INN18562,Neptune,22/4/2018,2,0,Buffet Breakfast,0,0,1,2,0,168,Offline,0,0,85.0
INN11042,Neptune,27/8/2018,2,0,Buffet Breakfast,0,0,0,1,0,162,Online,0,0,96.3
INN18840,Neptune,26/9/2018,2,0,Buffet Breakfast,0,0,1,3,0,250,Offline,0,0,95.0
INN31583,Saturn,2/12/2018,2,0,Buffet Breakfast,1,0,2,2,0,38,Online,0,0,77.86
INN12266,Neptune,3/4/2018,2,0,Buffet Breakfast,1,0,2,3,0,62,Offline,0,0,76.0
INN27677,Neptune,13/11/2018,2,0,Buffet Breakfast,4,0,2,1,0,277,Online,0,0,60.29
INN32034,Neptune,29/3/2018,2,0,Not Selected,1,0,1,5,0,82,Online,0,0,72.25
INN25382,Venus,17/12/2018,3,0,Buffet Breakfast,1,0,2,5,0,88,Online,0,0,119.0
INN04320,Neptune,24/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,192,Offline,0,0,95.0
INN19537,Venus,7/4/2018,2,0,Buffet Breakfast,0,0,0,3,0,14,Online,0,0,126.0
INN10713,Venus,5/7/2018,2,0,Buffet Breakfast,2,0,0,5,0,142,Online,0,0,119.0
INN30717,Neptune,7/10/2017,2,0,Buffet Breakfast,2,0,0,3,0,7,Online,0,0,164.0
INN16494,Neptune,29/3/2018,2,0,Buffet Breakfast,1,0,0,5,0,46,Offline,0,0,75.0
INN12579,Neptune,18/2/2018,1,0,Buffet Breakfast,0,0,0,3,0,15,Offline,0,0,86.0
INN21464,Neptune,17/7/2017,1,0,Luxury Buffet Breakfast,0,0,0,2,0,273,Offline,0,0,87.0
INN19191,Neptune,2/7/2018,2,0,Buffet Breakfast,0,0,2,4,0,93,Corporate,0,0,84.0
INN18688,Neptune,29/9/2018,2,0,Buffet Breakfast,2,0,0,3,0,287,Online,0,0,106.2
INN19553,Neptune,29/3/2018,2,1,Buffet Breakfast,0,0,0,1,0,5,Online,0,0,119.0
INN07001,Neptune,7/8/2018,2,0,Buffet Breakfast,2,0,2,2,0,26,Online,0,0,151.0
INN06080,Neptune,26/9/2018,2,0,Buffet Breakfast,2,0,1,1,0,51,Online,0,0,135.9
INN35257,Neptune,10/5/2018,1,0,Buffet Breakfast,0,0,0,2,0,298,Offline,0,0,76.0
INN01996,Neptune,13/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,37,Offline,0,0,105.0
INN23951,Neptune,11/6/2018,2,0,Buffet Breakfast,0,0,2,2,0,87,Offline,0,0,80.75
INN20690,Neptune,12/2/2018,2,0,Buffet Breakfast,1,0,1,2,0,10,Online,0,0,92.0
INN08525,Neptune,8/12/2018,2,0,Buffet Breakfast,0,0,0,3,0,85,Offline,0,0,75.0
INN17179,Neptune,9/10/2017,2,0,Buffet Breakfast,0,0,2,2,0,204,Offline,0,0,72.75
INN32824,Jupiter,26/12/2018,2,2,Buffet Breakfast,2,0,1,5,0,134,Online,0,0,163.34
INN34284,Neptune,18/10/2017,1,0,Not Selected,0,0,1,0,0,0,Online,0,0,87.78
INN09563,Neptune,9/10/2017,2,0,Buffet Breakfast,0,0,1,2,0,66,Offline,0,0,75.0
INN19086,Venus,1/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,290,Online,0,0,86.7
INN00240,Neptune,24/4/2018,2,0,Not Selected,0,0,1,0,0,31,Online,0,0,94.5
INN07687,Neptune,6/11/2018,1,0,Buffet Breakfast,0,0,2,3,0,37,Online,0,0,125.12
INN24847,Neptune,20/11/2018,2,0,Buffet Breakfast,2,0,2,0,0,95,Online,0,0,90.0
INN11133,Neptune,15/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,188,Offline,0,0,130.0
INN26713,Neptune,5/3/2018,2,0,Buffet Breakfast,1,0,2,1,0,31,Online,0,0,83.9
INN02417,Neptune,5/12/2018,2,0,Not Selected,1,0,1,0,0,0,Online,0,0,88.0
INN05607,Neptune,21/1/2018,1,0,Buffet Breakfast,1,0,0,3,0,14,Online,0,0,81.0
INN03136,Neptune,6/9/2018,2,0,Not Selected,1,0,0,5,0,4,Online,0,0,149.0
INN27846,Jupiter,22/12/2018,2,2,Buffet Breakfast,0,0,2,3,0,89,Online,0,0,94.72
INN30217,Neptune,7/1/2018,1,0,Buffet Breakfast,1,0,0,1,2,1,Corporate,1,0,65.0
INN28138,Neptune,1/11/2018,1,0,Buffet Breakfast,0,0,0,3,0,166,Offline,0,0,110.0
INN10008,Neptune,18/9/2017,2,0,Buffet Breakfast,1,0,2,2,0,17,Online,0,0,138.0
INN27083,Neptune,18/9/2017,1,0,Luxury Buffet Breakfast,1,0,1,2,0,116,Online,0,0,76.92
INN04734,Neptune,16/7/2017,2,0,Buffet Breakfast,0,0,0,3,0,82,Online,0,0,76.5
INN23873,Venus,19/4/2018,2,0,Buffet Breakfast,1,0,0,3,0,63,Online,0,0,118.8
INN07206,Neptune,6/6/2018,1,0,Luxury Buffet Breakfast,0,0,1,1,0,247,Offline,0,0,90.0
INN24733,Neptune,5/4/2018,2,0,Not Selected,0,0,0,3,0,70,Online,0,0,85.5
INN13770,Venus,3/8/2018,2,0,Buffet Breakfast,0,0,0,3,0,121,Offline,0,0,95.04
INN26564,Neptune,19/8/2017,2,0,Buffet Breakfast,1,0,0,3,0,9,Online,0,0,81.0
INN07699,Neptune,16/6/2018,2,0,Not Selected,1,0,0,2,0,2,Online,0,0,129.0
INN19521,Saturn,15/8/2018,2,0,Buffet Breakfast,0,1,1,2,0,145,Online,0,0,115.32
INN07995,Neptune,29/6/2018,1,0,Buffet Breakfast,0,0,0,1,0,2,Corporate,0,0,65.0
INN00794,Venus,4/6/2018,2,0,Buffet Breakfast,0,0,2,2,0,121,Offline,0,0,90.95
INN35355,Neptune,3/9/2018,2,0,Not Selected,0,0,0,1,0,229,Online,0,0,85.5
INN29574,Neptune,11/4/2018,2,0,Buffet Breakfast,0,0,1,3,0,50,Online,0,0,99.45
INN14846,Neptune,14/10/2018,2,0,Buffet Breakfast,0,0,1,2,0,233,Offline,0,0,90.0
INN29667,Neptune,25/10/2018,2,0,Buffet Breakfast,1,0,0,1,0,43,Online,0,0,119.0
INN04089,Neptune,17/2/2018,2,0,Buffet Breakfast,0,0,0,3,0,44,Offline,0,0,75.0
INN22593,Neptune,24/6/2018,1,0,Buffet Breakfast,0,0,0,2,0,192,Offline,0,0,95.0
INN19567,Neptune,22/3/2018,2,0,Buffet Breakfast,1,0,0,1,0,0,Complementary,0,0,0.0
INN14684,Venus,26/12/2018,2,0,Buffet Breakfast,0,0,1,2,0,80,Online,0,0,102.6
INN07162,Neptune,2/7/2018,2,0,Not Selected,1,0,2,3,0,28,Online,0,0,130.66
INN02000,Venus,14/11/2018,2,0,Buffet Breakfast,0,0,1,3,0,52,Online,0,0,82.08
INN03275,Venus,15/2/2018,2,0,Buffet Breakfast,1,0,1,4,0,39,Online,0,0,98.1
INN30233,Neptune,13/5/2018,2,0,Buffet Breakfast,1,0,0,2,0,115,Online,0,0,126.9
INN35212,Neptune,13/10/2017,2,0,Buffet Breakfast,0,0,0,1,0,43,Offline,0,0,85.0
INN09530,Venus,24/4/2018,3,0,Buffet Breakfast,2,0,2,0,0,27,Online,0,0,153.0
INN32661,Neptune,12/10/2018,2,0,Buffet Breakfast,0,0,0,3,0,279,Offline,0,0,110.0
INN13435,Neptune,4/11/2018,2,0,Buffet Breakfast,0,0,1,2,0,70,Online,0,0,93.6
INN35292,Neptune,6/10/2018,2,0,Buffet Breakfast,1,0,0,1,0,102,Online,0,0,118.8
INN01850,Neptune,19/12/2017,2,0,Not Selected,0,0,0,1,0,0,Online,0,0,75.0
INN22777,Neptune,14/9/2017,2,0,Luxury Buffet Breakfast,0,0,2,5,0,3,Offline,0,0,90.0
INN18294,Jupiter,20/4/2018,2,2,Buffet Breakfast,0,0,0,1,0,70,Online,0,0,186.3
INN11515,Neptune,3/9/2018,2,0,Not Selected,2,1,1,1,0,18,Online,0,0,127.0
INN19249,Neptune,27/12/2018,2,0,Not Selected,2,0,2,10,0,310,Online,0,0,68.57
INN27198,Neptune,12/10/2017,2,0,Buffet Breakfast,1,0,1,1,0,60,Offline,0,0,65.0
INN07034,Neptune,20/5/2018,2,0,Buffet Breakfast,0,0,2,3,0,212,Online,0,0,78.0
INN32430,Venus,26/3/2018,3,0,Buffet Breakfast,1,0,1,1,0,32,Online,0,0,159.3
INN23729,Neptune,17/8/2018,2,0,Buffet Breakfast,0,0,0,3,0,219,Offline,0,0,72.25
INN04586,Neptune,11/3/2018,2,0,Buffet Breakfast,0,0,0,2,3,7,Corporate,1,0,84.0
INN07352,Venus,29/8/2018,2,0,Buffet Breakfast,0,0,2,5,0,44,Online,0,0,124.46
INN08766,Neptune,4/11/2018,2,0,Buffet Breakfast,0,0,1,2,0,305,Offline,0,0,89.0
INN28893,Neptune,12/6/2018,1,0,Buffet Breakfast,0,0,2,4,0,69,Offline,0,0,120.0
INN00315,Neptune,28/2/2018,2,0,Buffet Breakfast,0,0,2,1,0,26,Offline,0,0,87.0
INN11846,Neptune,1/7/2018,2,0,Buffet Breakfast,0,0,1,2,0,162,Online,0,0,105.3
INN12126,Neptune,8/10/2017,1,0,Buffet Breakfast,1,0,0,2,0,35,Online,0,0,94.05
INN06780,Neptune,3/10/2018,2,0,Buffet Breakfast,0,0,1,2,0,39,Online,0,0,118.0
INN27786,Neptune,19/10/2017,2,0,Buffet Breakfast,0,0,1,2,0,5,Offline,0,0,90.0
INN11234,Neptune,5/9/2018,1,0,Buffet Breakfast,0,0,1,0,0,11,Corporate,0,0,112.88
INN13046,Neptune,1/6/2018,1,0,Not Selected,1,0,0,2,0,25,Online,0,0,104.0
INN02233,Venus,7/5/2018,2,0,Buffet Breakfast,0,0,2,1,0,126,Online,0,0,114.3
INN30981,Venus,27/7/2018,2,0,Buffet Breakfast,0,0,0,4,0,55,Online,0,0,149.4
INN15569,Neptune,14/2/2018,2,0,Not Selected,1,0,2,0,0,11,Online,0,0,81.0
INN16154,Neptune,21/11/2018,2,0,Buffet Breakfast,1,0,1,4,0,47,Online,0,0,68.07
INN19173,Neptune,29/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,443,Offline,0,0,65.0
INN09870,Neptune,4/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,1,0,219,Offline,0,0,108.0
INN13000,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0
INN11479,Neptune,17/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Online,0,0,135.0
INN21995,Neptune,28/2/2018,1,0,Buffet Breakfast,0,0,2,1,0,1,Offline,0,0,60.0
INN21853,Venus,29/9/2018,2,0,Buffet Breakfast,2,0,0,3,0,130,Online,0,0,139.5
INN10801,Neptune,28/3/2018,2,0,Not Selected,1,0,1,5,0,85,Online,0,0,72.25
INN11352,Venus,25/3/2018,3,0,Buffet Breakfast,1,1,1,2,0,13,Online,0,0,192.67
INN25693,Neptune,14/8/2018,2,0,Not Selected,1,0,2,2,0,82,Online,0,0,107.1
INN10618,Venus,24/11/2018,2,0,Buffet Breakfast,0,0,0,2,0,2,Online,0,0,108.9
INN34287,Neptune,22/4/2018,2,0,Not Selected,0,0,1,2,0,35,Online,0,0,94.5
INN20853,Neptune,31/5/2018,1,0,Buffet Breakfast,0,0,0,3,0,113,Corporate,0,0,100.0
INN07351,Venus,14/10/2018,2,0,Buffet Breakfast,2,0,1,2,0,40,Online,0,0,145.2
INN14287,Neptune,14/10/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,377,Offline,0,0,115.0
INN28277,Neptune,10/5/2018,1,0,Buffet Breakfast,0,0,0,2,0,298,Offline,0,0,76.0
INN27621,Neptune,8/1/2018,2,0,Not Selected,0,0,1,2,0,1,Online,0,0,78.5
INN26171,Neptune,6/11/2018,2,0,Not Selected,2,0,1,0,0,76,Online,0,0,79.2
INN12665,Neptune,16/4/2018,1,0,Buffet Breakfast,1,0,2,2,0,77,Online,0,0,95.2
INN32539,Venus,8/6/2018,2,0,Buffet Breakfast,2,0,0,3,0,49,Online,0,0,98.87
INN31876,Neptune,5/2/2018,2,0,Buffet Breakfast,1,0,2,5,0,128,Offline,0,0,43.43
INN02080,Jupiter,4/5/2018,2,2,Buffet Breakfast,1,0,0,4,0,111,Online,0,0,122.1
INN13098,Neptune,29/10/2017,1,0,Buffet Breakfast,0,0,0,1,0,6,Offline,0,0,130.0
INN14240,Neptune,12/9/2018,2,1,Buffet Breakfast,2,0,1,3,0,217,Online,0,0,119.85
INN27293,Neptune,24/3/2018,2,1,Buffet Breakfast,0,0,0,1,0,36,Online,0,0,115.2
INN14546,Venus,8/5/2018,2,0,Buffet Breakfast,1,0,2,3,0,109,Offline,0,0,90.96
INN03594,Neptune,2/10/2017,2,0,Buffet Breakfast,0,0,1,2,0,3,Offline,0,0,65.0
INN18744,Neptune,4/12/2017,2,0,Not Selected,1,0,1,2,0,21,Online,0,0,77.92
INN28849,Neptune,6/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,105,Offline,0,0,75.0
INN35109,Neptune,11/11/2018,2,0,Not Selected,1,0,2,3,0,47,Online,0,0,76.56
INN23142,Venus,29/8/2018,2,0,Buffet Breakfast,1,0,1,2,0,21,Online,0,0,140.0
INN20089,Neptune,30/3/2018,1,0,Buffet Breakfast,1,0,2,5,27,8,Corporate,1,3,65.0
INN18223,Neptune,22/9/2018,2,0,Buffet Breakfast,1,0,0,1,0,2,Online,0,0,195.0
INN30435,Neptune,10/11/2018,2,0,Buffet Breakfast,2,0,2,3,0,39,Online,0,0,114.41
INN02630,Neptune,11/9/2017,2,0,Buffet Breakfast,0,0,1,2,0,6,Online,0,0,127.0
INN10974,Neptune,4/12/2017,2,0,Buffet Breakfast,1,0,2,2,0,112,Online,0,0,52.85
INN20198,Venus,5/3/2018,2,0,Buffet Breakfast,0,0,2,5,0,92,Offline,0,0,52.0
INN18991,Venus,18/10/2017,2,0,Buffet Breakfast,0,0,2,1,0,20,Offline,0,0,84.0
INN30499,Neptune,28/10/2018,2,0,Not Selected,1,0,1,2,0,36,Online,0,0,109.0
INN14151,Neptune,6/4/2018,2,0,Luxury Buffet Breakfast,0,0,0,1,0,55,Offline,0,0,104.0
INN30304,Neptune,21/9/2018,1,0,Buffet Breakfast,0,0,0,3,0,271,Offline,0,0,85.67
INN22886,Neptune,29/10/2018,2,0,Buffet Breakfast,1,1,2,1,0,190,Online,0,0,105.3
INN03958,Venus,14/4/2018,2,0,Buffet Breakfast,1,0,1,3,0,82,Online,0,0,103.7
INN25640,Neptune,17/10/2018,2,0,Not Selected,1,0,1,1,0,25,Online,0,0,154.0
INN04188,Neptune,11/3/2018,2,0,Buffet Breakfast,1,0,1,2,0,133,Offline,0,0,84.33
INN23903,Venus,27/6/2018,3,0,Buffet Breakfast,0,0,1,2,0,35,Online,0,0,129.87
INN01846,Neptune,9/9/2018,2,0,Not Selected,1,0,0,2,0,150,Online,0,0,89.4
INN08478,Neptune,31/5/2018,1,0,Buffet Breakfast,0,0,0,2,0,4,Corporate,0,0,121.0
INN21959,Neptune,19/12/2017,2,0,Buffet Breakfast,0,0,2,1,0,3,Offline,0,0,80.0
INN09336,Neptune,9/3/2018,2,0,Not Selected,0,0,0,2,0,17,Online,0,0,79.0
INN36026,Neptune,6/8/2018,2,0,Buffet Breakfast,1,0,1,1,0,64,Online,0,0,154.1
INN13121,Neptune,13/5/2018,2,0,Buffet Breakfast,0,0,1,2,0,273,Offline,0,0,95.0
INN32507,Neptune,4/11/2018,2,0,Buffet Breakfast,0,0,1,2,0,305,Offline,0,0,89.0
INN11544,Neptune,27/12/2018,2,0,Buffet Breakfast,1,0,2,5,0,245,Online,0,0,58.36
INN05138,Neptune,9/9/2018,2,0,Buffet Breakfast,2,0,1,2,0,243,Online,0,0,106.2
INN18467,Neptune,26/7/2018,2,1,Buffet Breakfast,2,1,0,2,0,17,Online,0,0,178.0
INN16943,Saturn,29/12/2017,2,0,Buffet Breakfast,0,0,2,5,0,69,Online,0,0,92.43
INN03699,Neptune,5/11/2018,2,0,Buffet Breakfast,0,0,0,1,0,8,Offline,0,0,130.0
INN04012,Neptune,20/8/2017,1,0,Buffet Breakfast,1,0,0,3,0,13,Online,0,0,80.0
INN27609,Neptune,27/10/2018,2,0,Buffet Breakfast,1,0,0,1,0,142,Online,0,0,90.9
INN31277,Neptune,25/7/2017,2,0,Luxury Buffet Breakfast,0,0,2,1,0,110,Offline,0,0,94.5
INN27817,Neptune,29/4/2018,1,0,Buffet Breakfast,0,0,1,2,0,123,Online,0,0,93.9
INN18368,Neptune,4/8/2018,2,0,Buffet Breakfast,0,0,0,3,0,196,Online,0,0,105.3
INN19636,Neptune,12/2/2018,2,0,Buffet Breakfast,0,0,0,1,0,2,Complementary,0,0,2.0
INN27421,Neptune,14/4/2018,2,0,Not Selected,0,0,0,3,0,86,Online,0,0,85.5
INN30310,Neptune,4/10/2018,2,0,Buffet Breakfast,0,0,1,5,0,349,Offline,0,0,123.33
INN25726,Neptune,2/9/2017,1,0,Buffet Breakfast,0,0,0,1,0,1,Corporate,0,0,65.0
INN06278,Neptune,27/6/2018,2,0,Buffet Breakfast,1,0,1,2,0,172,Online,0,0,96.3
INN09546,Jupiter,22/8/2018,2,2,Buffet Breakfast,1,0,1,3,0,47,Online,0,0,207.9
INN10724,Neptune,8/7/2018,2,0,Buffet Breakfast,1,0,1,2,0,110,Online,0,0,114.3
INN20071,Neptune,17/9/2018,2,0,Not Selected,0,0,1,1,0,29,Offline,0,0,85.0
INN31587,Neptune,18/7/2018,1,0,Not Selected,1,0,1,0,0,66,Online,0,0,69.3
INN08155,Neptune,29/4/2018,2,0,Buffet Breakfast,2,0,0,2,0,134,Online,0,0,96.3
INN09647,Neptune,28/10/2018,1,0,Not Selected,0,0,0,2,0,180,Online,0,0,80.1
INN23925,Jupiter,27/6/2018,2,2,Buffet Breakfast,3,1,1,1,0,41,Online,0,0,189.9
INN18518,Neptune,5/12/2017,2,0,Buffet Breakfast,0,0,2,1,0,9,Online,0,0,65.91
INN25197,Venus,8/9/2018,2,0,Buffet Breakfast,1,0,0,3,0,81,Online,0,0,149.4
INN16787,Neptune,14/10/2017,2,0,Buffet Breakfast,2,0,1,4,0,77,Online,0,0,89.25
INN18763,Neptune,20/4/2018,2,0,Buffet Breakfast,0,0,0,2,0,110,Online,0,0,72.8
INN07168,Neptune,4/2/2018,2,0,Buffet Breakfast,0,0,0,1,0,31,Corporate,0,0,77.0
INN24740,Neptune,24/11/2017,1,0,Buffet Breakfast,0,0,0,3,0,73,Offline,0,0,67.83
INN14131,Neptune,30/10/2018,2,0,Luxury Buffet Breakfast,0,0,2,0,0,75,Offline,0,0,105.0
INN29577,Neptune,23/9/2018,2,0,Buffet Breakfast,1,0,1,2,0,19,Online,0,0,159.0
INN06796,Neptune,5/12/2018,2,0,Not Selected,0,0,1,1,0,102,Online,0,0,79.2
INN29241,Neptune,24/9/2017,2,0,Buffet Breakfast,1,0,0,1,0,42,Offline,0,0,85.0
INN31986,Venus,1/10/2018,2,0,Buffet Breakfast,0,0,1,1,0,267,Online,0,0,115.2
INN35750,Neptune,19/10/2017,2,0,Buffet Breakfast,2,0,1,5,0,45,Online,0,0,94.5
INN09227,Neptune,17/9/2018,2,0,Luxury Buffet Breakfast,0,0,2,1,0,220,Offline,0,0,172.0
INN11025,Neptune,2/9/2018,2,0,Not Selected,0,0,0,1,0,50,Online,0,0,99.0
INN17278,Venus,18/6/2018,2,0,Buffet Breakfast,0,0,1,1,0,44,Offline,0,0,96.3
INN06463,Jupiter,19/5/2018,1,0,Buffet Breakfast,0,0,0,1,2,3,Corporate,1,0,159.0
INN10897,Neptune,27/12/2018,2,0,Buffet Breakfast,0,0,1,5,0,41,Offline,0,0,70.0
INN26478,Neptune,27/7/2018,2,0,Not Selected,1,0,0,3,0,146,Online,0,0,94.5
INN02859,Saturn,10/2/2018,2,0,Buffet Breakfast,1,0,0,3,0,119,Online,0,0,81.0
INN26459,Neptune,1/8/2018,2,0,Not Selected,2,1,1,2,0,12,Online,0,0,128.0
INN27027,Jupiter,16/5/2018,2,2,Buffet Breakfast,1,0,4,10,0,87,Online,0,0,187.85
INN20757,Neptune,8/9/2017,2,0,Buffet Breakfast,1,0,0,2,0,0,Offline,0,0,102.4
INN35602,Neptune,29/1/2018,2,0,Buffet Breakfast,1,0,1,2,0,11,Online,0,0,89.0
INN27811,Neptune,23/9/2017,1,0,Buffet Breakfast,2,0,2,5,0,8,Online,0,0,187.43
INN22596,Neptune,11/10/2018,2,0,Not Selected,0,0,0,1,0,109,Online,0,0,108.0
INN22394,Neptune,8/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,56,Offline,0,0,120.0
INN05082,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0
INN21361,Neptune,3/6/2018,2,0,Buffet Breakfast,0,0,0,2,0,177,Offline,0,0,100.0
INN04459,Neptune,15/11/2017,2,0,Buffet Breakfast,2,0,1,0,0,69,Online,0,0,72.25
INN07668,Neptune,1/11/2018,1,0,Not Selected,1,0,0,3,0,43,Online,0,0,85.07
INN02281,Neptune,1/11/2018,1,0,Buffet Breakfast,0,0,0,3,0,166,Online,0,0,110.0
