Booking_ID,RoomType,FromDate,Adults,Children,Breakfast,Number of Special Requests,Airport Pickup,Weekend Nights,Weeknights,Loyalty Points,Lead time in days,Booking Type,Existing Customer,Previous Cancellations,Average Room Price,Booking Status
INN29852,Neptune,26/6/2018,2,0,Buffet Breakfast,1,0,1,0,0,72,Online,0,0,96.3,Arrived
INN12683,Neptune,13/11/2018,2,0,Buffet Breakfast,1,0,2,1,0,4,Online,0,0,111.0,Arrived
INN20083,Jupiter,7/9/2017,2,2,Buffet Breakfast,3,0,1,5,0,14,Online,0,0,166.0,Arrived
INN18180,Neptune,9/5/2018,1,0,Buffet Breakfast,0,0,5,10,0,11,Aviation,0,0,95.0,Canceled
INN25128,Neptune,21/10/2018,2,0,Buffet Breakfast,0,0,0,2,0,263,Offline,0,0,110.0,Canceled
INN07012,Venus,1/9/2018,3,0,Buffet Breakfast,2,0,0,1,0,41,Online,0,0,142.2,Arrived
INN28512,Neptune,9/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,27,Offline,0,0,120.0,Arrived
INN00761,Jupiter,1/9/2018,1,2,Buffet Breakfast,1,0,0,3,0,30,Online,0,0,181.8,Arrived
INN30631,Neptune,31/8/2018,2,1,Buffet Breakfast,0,0,0,2,0,179,Online,0,0,127.8,Canceled
INN26704,Venus,1/11/2017,2,0,Buffet Breakfast,0,0,2,2,0,5,Online,0,0,105.0,Arrived
INN33413,Neptune,17/7/2017,1,0,Luxury Buffet Breakfast,0,0,0,2,0,273,Offline,0,0,87.0,Arrived
INN12413,Venus,18/7/2018,3,0,Buffet Breakfast,2,0,1,1,0,63,Online,0,0,137.7,Arrived
INN05209,Neptune,25/2/2018,1,0,Buffet Breakfast,0,0,0,1,0,21,Corporate,0,0,66.0,Canceled
INN29666,Neptune,18/2/2018,1,0,Buffet Breakfast,0,0,0,3,0,15,Offline,0,0,86.0,Arrived
INN29088,Neptune,19/8/2018,2,0,Not Selected,0,0,0,2,0,0,Online,0,0,148.0,Arrived
INN07662,Neptune,21/7/2018,1,0,Buffet Breakfast,1,1,0,1,0,1,Corporate,0,0,88.0,Arrived
INN30187,Neptune,3/6/2018,2,0,Buffet Breakfast,1,0,0,2,0,93,Offline,0,0,80.75,Arrived
INN20657,Neptune,4/5/2018,2,0,Buffet Breakfast,0,0,0,4,0,104,Online,0,0,111.78,Canceled
INN34826,Neptune,25/7/2017,2,0,Luxury Buffet Breakfast,0,0,2,1,0,110,Offline,0,0,94.5,Canceled
INN13909,Neptune,9/12/2018,2,0,Buffet Breakfast,2,0,1,2,0,278,Online,0,0,78.3,Arrived
INN25411,Venus,13/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,18,Online,0,0,156.0,Canceled
INN30007,Venus,19/4/2018,2,0,Buffet Breakfast,0,0,0,2,0,1,Offline,0,0,107.0,Arrived
INN08552,Venus,21/4/2018,2,0,Buffet Breakfast,0,0,0,3,0,137,Online,0,0,105.3,Arrived
INN01209,Neptune,16/5/2018,2,0,Not Selected,1,0,1,0,0,2,Online,0,0,89.0,Arrived
INN21702,Saturn,21/5/2018,2,0,Buffet Breakfast,0,0,2,4,0,23,Online,0,0,128.49,Canceled
INN02562,Neptune,29/10/2018,2,0,Not Selected,1,0,2,1,0,18,Online,0,0,120.0,Canceled
INN24784,Jupiter,21/4/2018,2,1,Buffet Breakfast,0,0,1,3,0,38,Online,0,0,177.3,Canceled
INN27580,Neptune,8/2/2018,1,0,Buffet Breakfast,1,0,1,2,0,18,Online,0,0,80.0,Arrived
INN07131,Neptune,12/3/2018,2,0,Buffet Breakfast,1,0,1,1,0,69,Online,0,0,72.9,Canceled
INN32573,Neptune,10/5/2018,2,0,Buffet Breakfast,0,0,0,3,0,27,Online,0,0,141.0,Canceled
INN09589,Neptune,27/2/2018,1,0,Buffet Breakfast,0,0,2,3,0,115,Offline,0,0,76.0,Arrived
INN01297,Neptune,5/3/2018,2,0,Not Selected,2,0,2,1,0,30,Online,0,0,76.1,Arrived
INN19982,Neptune,30/10/2018,2,0,Buffet Breakfast,1,0,2,1,0,244,Online,0,0,68.25,Arrived
INN14119,Venus,6/11/2018,1,0,Buffet Breakfast,1,0,2,2,0,81,Online,0,0,146.6,Arrived
INN10804,Neptune,5/12/2017,2,0,Buffet Breakfast,0,0,2,1,0,24,Corporate,0,0,50.0,Arrived
INN28098,Neptune,14/3/2018,2,0,Buffet Breakfast,0,0,1,2,0,39,Offline,0,0,85.0,Arrived
INN12909,Neptune,7/4/2018,1,0,Buffet Breakfast,1,0,0,1,21,0,Complementary,1,0,0.0,Arrived
INN30965,Neptune,17/7/2018,2,0,Buffet Breakfast,0,0,2,2,0,64,Online,0,0,105.3,Canceled
INN19714,Neptune,3/5/2018,2,0,Luxury Buffet Breakfast,1,0,0,3,0,88,Offline,0,0,117.0,Arrived
INN00441,Neptune,22/8/2018,2,0,Buffet Breakfast,0,0,1,4,0,148,Online,0,0,96.3,Canceled
INN34226,Neptune,18/9/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,74,Offline,0,0,109.0,Arrived
INN35017,Venus,1/8/2018,3,0,Buffet Breakfast,1,0,1,5,0,141,Online,0,0,131.47,Arrived
INN17996,Neptune,20/6/2018,2,0,Buffet Breakfast,1,0,1,3,0,107,Online,0,0,86.72,Arrived
INN14060,Neptune,4/9/2017,2,0,Buffet Breakfast,1,1,0,2,0,4,Online,0,0,124.0,Arrived
INN16460,Neptune,6/9/2018,2,0,Luxury Buffet Breakfast,0,0,0,5,0,230,Offline,0,0,137.0,Canceled
INN29320,Neptune,8/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,56,Offline,0,0,120.0,Arrived
INN06449,Neptune,20/12/2018,2,1,Buffet Breakfast,1,0,0,3,0,2,Online,0,0,117.5,Arrived
INN25315,Neptune,20/1/2018,1,0,Buffet Breakfast,0,0,5,14,0,14,Online,0,0,80.09,Arrived
INN10252,Neptune,14/2/2018,2,0,Not Selected,0,0,2,5,0,40,Online,0,0,77.23,Canceled
INN08622,Neptune,8/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,26,Offline,0,0,120.0,Arrived
INN31734,Neptune,16/10/2018,2,0,Buffet Breakfast,0,0,1,0,0,258,Offline,0,0,110.0,Canceled
INN02172,Neptune,23/11/2018,2,0,Buffet Breakfast,1,0,0,3,0,56,Online,0,0,93.6,Canceled
INN04442,Neptune,15/4/2018,1,0,Buffet Breakfast,0,0,0,2,0,119,Online,0,0,90.9,Canceled
INN27229,Neptune,13/10/2018,1,0,Buffet Breakfast,0,0,0,3,0,37,Offline,0,0,95.0,Arrived
INN17694,Venus,29/5/2018,2,0,Buffet Breakfast,1,0,2,4,0,115,Online,0,0,132.6,Canceled
INN22261,Neptune,24/8/2018,2,0,Buffet Breakfast,3,0,0,1,0,10,Online,0,0,140.0,Arrived
INN35736,Neptune,4/5/2018,2,0,Buffet Breakfast,1,0,0,4,0,112,Online,0,0,111.78,Arrived
INN08748,Neptune,21/7/2018,2,0,Buffet Breakfast,0,0,0,2,0,14,Corporate,0,0,105.0,Canceled
INN05228,Neptune,1/10/2017,2,0,Buffet Breakfast,1,0,1,3,0,47,Online,0,0,103.05,Arrived
INN08292,Neptune,23/4/2018,1,0,Buffet Breakfast,0,1,1,1,0,0,Online,0,0,123.0,Arrived
INN17004,Neptune,27/1/2018,2,0,Buffet Breakfast,1,1,0,1,0,16,Online,0,0,102.0,Arrived
INN09827,Neptune,25/3/2018,2,0,Luxury Buffet Breakfast,0,0,1,2,0,161,Offline,0,0,130.0,Canceled
INN23342,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,256,Offline,0,0,115.0,Canceled
INN10832,Saturn,26/7/2018,2,0,Buffet Breakfast,1,0,0,3,0,230,Online,0,0,95.75,Canceled
INN12397,Neptune,16/10/2018,2,0,Buffet Breakfast,0,0,1,0,0,258,Offline,0,0,110.0,Canceled
INN27050,Jupiter,18/7/2018,1,0,Buffet Breakfast,0,0,1,2,0,11,Offline,0,0,174.33,Arrived
INN10512,Neptune,25/10/2018,2,0,Luxury Buffet Breakfast,0,0,0,3,0,226,Offline,0,0,102.76,Canceled
INN28722,Neptune,27/12/2018,2,0,Buffet Breakfast,1,0,0,1,0,41,Offline,0,0,65.0,Arrived
INN28861,Venus,5/11/2018,2,0,Buffet Breakfast,2,0,1,1,0,45,Online,0,0,106.2,Arrived
INN19733,Neptune,18/3/2018,2,0,Buffet Breakfast,0,0,2,2,0,76,Online,0,0,82.45,Arrived
INN20637,Venus,8/9/2018,2,0,Buffet Breakfast,1,0,1,3,0,68,Online,0,0,149.4,Arrived
INN14885,Neptune,10/4/2018,1,0,Luxury Buffet Breakfast,0,0,2,1,0,80,Offline,0,0,100.0,Canceled
INN15915,Neptune,19/10/2017,1,0,Buffet Breakfast,1,0,1,2,0,14,Online,0,0,120.0,Arrived
INN02355,Neptune,9/10/2017,2,0,Buffet Breakfast,0,0,1,2,0,66,Online,0,0,75.0,Canceled
INN28972,Neptune,13/9/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,346,Offline,0,0,115.0,Canceled
INN15181,Neptune,28/10/2018,1,0,Not Selected,0,0,2,2,0,207,Online,0,0,85.5,Canceled
INN16488,Neptune,13/10/2017,2,0,Buffet Breakfast,0,0,0,4,0,29,Online,0,0,73.21,Arrived
INN24002,Neptune,9/4/2018,2,0,Buffet Breakfast,0,0,2,3,0,52,Offline,0,0,80.75,Arrived
INN19046,Neptune,13/4/2018,2,0,Not Selected,1,0,0,1,0,19,Online,0,0,119.0,Arrived
INN10494,Neptune,25/7/2018,2,0,Buffet Breakfast,0,0,1,2,0,0,Online,0,0,161.0,Arrived
INN32658,Neptune,4/8/2018,2,0,Buffet Breakfast,0,0,0,3,0,178,Online,0,0,108.3,Canceled
INN22323,Neptune,19/1/2018,1,0,Buffet Breakfast,1,0,0,1,10,0,Complementary,1,2,0.0,Arrived
INN30931,Neptune,23/8/2018,2,0,Buffet Breakfast,0,0,2,5,0,152,Online,0,0,98.87,Canceled
INN19213,Neptune,1/8/2018,2,1,Buffet Breakfast,2,0,1,3,0,172,Online,0,0,114.75,Canceled
INN12660,Venus,24/12/2018,2,0,Buffet Breakfast,1,0,2,1,0,66,Online,0,0,79.0,Arrived
INN29252,Neptune,12/6/2018,2,0,Not Selected,0,0,2,0,0,1,Online,0,0,104.0,Arrived
INN29499,Venus,7/11/2017,2,0,Buffet Breakfast,0,0,2,1,0,40,Offline,0,0,60.0,Arrived
INN31353,Neptune,30/10/2018,2,0,Not Selected,0,0,1,0,0,0,Online,0,0,140.0,Arrived
INN35479,Neptune,6/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,105,Offline,0,0,75.0,Canceled
INN24373,Neptune,12/5/2018,2,0,Not Selected,1,0,2,3,0,3,Offline,0,0,96.8,Arrived
INN20241,Neptune,13/6/2018,2,0,Not Selected,1,0,1,0,0,2,Online,0,0,79.0,Arrived
INN23901,Neptune,11/9/2017,2,0,Buffet Breakfast,1,0,2,5,0,28,Online,0,0,113.79,Canceled
INN09707,Jupiter,8/10/2018,2,0,Buffet Breakfast,0,0,1,1,0,28,Online,0,0,171.87,Arrived
INN13103,Neptune,27/10/2018,1,0,Not Selected,1,0,0,1,0,51,Online,0,0,64.45,Arrived
INN11371,Neptune,22/7/2018,2,0,Buffet Breakfast,0,0,2,3,0,152,Online,0,0,101.15,Canceled
INN02088,Neptune,5/5/2018,2,0,Buffet Breakfast,0,0,0,3,0,259,Online,0,0,90.0,Canceled
INN20949,Venus,6/12/2018,3,0,Buffet Breakfast,1,0,0,5,0,88,Online,0,0,140.0,Arrived
INN28075,Jupiter,23/4/2018,2,2,Buffet Breakfast,1,0,1,1,0,6,Online,0,0,196.0,Arrived
INN27395,Neptune,15/1/2018,2,0,Not Selected,0,0,1,2,0,11,Online,0,0,75.0,Arrived
INN27251,Neptune,18/7/2018,2,0,Buffet Breakfast,0,0,1,1,0,53,Online,0,0,114.3,Arrived
INN00988,Neptune,10/9/2017,2,0,Buffet Breakfast,0,0,1,3,0,115,Online,0,0,89.25,Arrived
INN22384,Neptune,23/11/2017,2,0,Buffet Breakfast,2,0,1,2,0,89,Online,0,0,72.25,Arrived
INN20766,Neptune,23/7/2018,2,0,Buffet Breakfast,1,0,2,3,0,91,Online,0,0,105.3,Arrived
INN05730,Neptune,9/11/2018,2,0,Buffet Breakfast,1,0,0,1,0,4,Online,0,0,205.0,Arrived
INN15369,Neptune,18/2/2018,2,0,Not Selected,0,0,0,1,0,0,Online,0,0,79.0,Arrived
INN34970,Neptune,29/10/2017,2,0,Buffet Breakfast,2,0,0,3,0,59,Online,0,0,72.25,Arrived
INN15162,Neptune,26/3/2018,2,0,Not Selected,1,0,0,1,0,0,Online,0,0,89.0,Arrived
INN15103,Neptune,13/11/2018,2,0,Buffet Breakfast,1,0,2,2,0,0,Online,0,0,98.6,Arrived
INN17646,Neptune,20/7/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Aviation,0,0,79.0,Arrived
INN29718,Neptune,19/1/2018,1,0,Buffet Breakfast,0,0,0,1,0,0,Online,0,0,85.0,Arrived
INN04783,Neptune,17/8/2017,2,0,Luxury Buffet Breakfast,0,0,1,4,0,137,Offline,0,0,83.47,Arrived
INN03865,Venus,1/8/2018,3,0,Buffet Breakfast,0,1,1,4,0,103,Online,0,0,146.7,Arrived
INN04273,Neptune,15/8/2018,2,0,Not Selected,0,0,1,2,0,2,Online,0,0,169.33,Arrived
INN30239,Venus,23/4/2018,2,0,Buffet Breakfast,1,0,2,2,0,36,Online,0,0,118.8,Arrived
INN27825,Neptune,4/9/2017,2,0,Buffet Breakfast,0,0,2,3,0,22,Online,0,0,75.6,Arrived
INN28269,Venus,9/9/2018,2,0,Buffet Breakfast,1,1,0,1,0,45,Online,0,0,149.4,Arrived
INN31153,Neptune,13/9/2017,2,1,Buffet Breakfast,2,0,1,0,0,6,Online,0,0,105.0,Arrived
INN32707,Venus,23/8/2018,2,0,Not Selected,0,0,0,2,0,1,Online,0,0,95.65,Arrived
INN03036,Neptune,23/6/2018,1,0,Not Selected,0,0,0,1,0,14,Offline,0,0,84.0,Arrived
INN23419,Neptune,12/10/2018,2,0,Not Selected,0,0,0,1,0,184,Online,0,0,98.1,Canceled
INN16458,Neptune,13/11/2018,2,0,Luxury Buffet Breakfast,2,0,2,2,0,15,Online,0,0,92.94,Arrived
INN29390,Neptune,26/4/2018,2,0,Buffet Breakfast,1,0,0,2,0,73,Online,0,0,74.15,Arrived
INN27334,Venus,14/7/2018,3,0,Buffet Breakfast,1,0,0,3,0,103,Online,0,0,137.7,Arrived
INN24497,Neptune,14/6/2018,2,0,Not Selected,0,0,0,1,0,82,Online,0,0,143.1,Canceled
INN28070,Venus,28/11/2017,2,0,Buffet Breakfast,0,0,2,1,0,61,Offline,0,0,60.0,Arrived
INN16166,Venus,28/10/2017,2,0,Buffet Breakfast,0,1,2,4,0,5,Online,0,0,129.65,Arrived
INN29541,Neptune,19/9/2018,2,0,Buffet Breakfast,0,0,1,2,0,280,Offline,0,0,110.0,Canceled
INN25529,Neptune,14/7/2018,2,0,Buffet Breakfast,1,0,0,3,0,163,Offline,0,0,112.0,Canceled
INN35571,Neptune,27/2/2018,1,0,Buffet Breakfast,0,0,2,2,0,115,Offline,0,0,76.0,Arrived
INN07514,Jupiter,14/8/2018,2,2,Buffet Breakfast,1,0,2,0,0,84,Online,0,0,189.9,Arrived
INN33006,Venus,13/9/2018,2,0,Luxury Buffet Breakfast,1,0,2,5,0,95,Online,0,0,183.6,Arrived
INN21662,Neptune,16/1/2018,2,0,Not Selected,1,0,0,1,0,4,Online,0,0,67.5,Arrived
INN14174,Venus,20/5/2018,2,0,Buffet Breakfast,1,0,0,1,0,1,Online,0,0,176.0,Arrived
INN15551,Neptune,8/6/2018,2,0,Buffet Breakfast,1,0,0,4,0,14,Offline,0,0,110.8,Arrived
INN08139,Neptune,22/3/2018,2,0,Luxury Buffet Breakfast,0,0,0,4,0,64,Offline,0,0,88.5,Arrived
INN05521,Venus,16/9/2018,2,0,Buffet Breakfast,1,0,0,2,0,64,Online,0,0,149.4,Arrived
INN27812,Neptune,12/9/2018,2,1,Buffet Breakfast,2,0,1,0,0,15,Online,0,0,127.0,Arrived
INN02199,Saturn,6/8/2018,2,0,Buffet Breakfast,1,1,1,1,0,268,Online,0,0,105.25,Canceled
INN34254,Neptune,31/7/2018,2,0,Not Selected,1,1,2,2,0,196,Online,0,0,83.0,Arrived
INN04725,Jupiter,6/10/2017,2,2,Buffet Breakfast,2,0,0,4,0,33,Online,0,0,159.75,Canceled
INN25742,Neptune,1/12/2017,1,0,Buffet Breakfast,0,0,0,3,0,5,Corporate,0,0,80.0,Arrived
INN29724,Neptune,26/10/2018,1,0,Buffet Breakfast,1,0,0,1,0,13,Offline,0,0,90.0,Arrived
INN02511,Neptune,13/10/2018,1,0,Buffet Breakfast,0,0,0,3,0,37,Offline,0,0,95.0,Arrived
INN16295,Neptune,17/7/2018,2,0,Buffet Breakfast,3,0,2,2,0,89,Offline,0,0,72.25,Arrived
INN23705,Neptune,10/6/2018,2,0,Buffet Breakfast,2,0,1,2,0,124,Online,0,0,126.9,Arrived
INN01506,Neptune,8/6/2018,2,0,Not Selected,0,0,0,2,0,29,Online,0,0,103.55,Arrived
INN11161,Neptune,24/6/2018,2,0,Buffet Breakfast,0,0,1,2,0,273,Online,0,0,94.5,Canceled
INN24297,Neptune,20/8/2018,2,0,Not Selected,0,0,0,1,0,1,Online,0,0,139.0,Arrived
INN08665,Neptune,23/5/2018,1,0,Buffet Breakfast,1,0,1,2,0,6,Online,0,0,97.02,Arrived
INN02577,Neptune,21/8/2018,2,0,Not Selected,1,0,1,0,0,16,Online,0,0,129.0,Canceled
INN19264,Neptune,31/5/2018,1,0,Not Selected,0,0,0,2,0,14,Online,0,0,80.08,Arrived
INN31574,Neptune,6/6/2018,1,0,Buffet Breakfast,0,0,1,2,0,118,Offline,0,0,110.0,Arrived
INN30425,Neptune,18/2/2018,2,1,Buffet Breakfast,1,0,1,3,0,8,Offline,0,0,72.0,Arrived
INN35890,Neptune,6/5/2018,2,0,Buffet Breakfast,1,1,0,2,0,117,Online,0,0,108.9,Arrived
INN36122,Neptune,28/4/2018,2,0,Buffet Breakfast,0,0,2,4,0,104,Offline,0,0,80.75,Arrived
INN25234,Neptune,11/10/2018,1,0,Not Selected,0,0,0,1,0,183,Online,0,0,98.1,Canceled
INN11576,Neptune,25/7/2018,2,0,Buffet Breakfast,0,0,1,4,0,11,Offline,0,0,85.0,Arrived
INN15582,Neptune,12/8/2018,2,0,Buffet Breakfast,1,0,2,4,0,172,Online,0,0,99.45,Arrived
INN23136,Neptune,26/4/2018,2,0,Not Selected,1,0,1,5,0,86,Online,0,0,95.2,Arrived
INN14545,Neptune,2/12/2018,2,0,Buffet Breakfast,0,0,0,2,0,29,Corporate,0,0,85.0,Arrived
INN01759,Venus,5/4/2018,2,0,Buffet Breakfast,0,0,0,4,0,78,Online,0,0,97.33,Canceled
INN14529,Venus,13/11/2018,2,0,Buffet Breakfast,1,0,2,4,0,18,Online,0,0,96.9,Arrived
INN02912,Neptune,14/8/2017,2,0,Luxury Buffet Breakfast,0,0,0,2,0,39,Offline,0,0,101.5,Arrived
INN13203,Neptune,23/12/2018,2,0,Buffet Breakfast,0,0,1,2,0,25,Online,0,0,104.0,Canceled
INN12394,Venus,10/4/2018,3,0,Buffet Breakfast,2,0,2,2,0,47,Online,0,0,130.05,Arrived
INN16688,Neptune,27/12/2018,2,0,Buffet Breakfast,0,0,1,5,0,15,Offline,0,0,70.0,Arrived
INN20814,Neptune,8/5/2018,2,0,Buffet Breakfast,0,0,2,2,0,31,Online,0,0,97.71,Canceled
INN05557,Neptune,29/4/2018,2,0,Buffet Breakfast,1,0,1,2,0,8,Offline,0,0,95.0,Arrived
INN28171,Neptune,8/12/2018,2,0,Buffet Breakfast,2,0,0,3,0,46,Online,0,0,102.6,Arrived
INN33139,Neptune,8/9/2018,2,0,Buffet Breakfast,3,0,0,3,0,154,Online,0,0,126.9,Arrived
INN12911,Neptune,31/5/2018,1,0,Buffet Breakfast,0,0,0,1,0,6,Corporate,0,0,65.0,Arrived
INN03085,Neptune,13/12/2018,1,0,Buffet Breakfast,0,0,0,1,1,7,Corporate,1,0,88.0,Arrived
INN19511,Neptune,31/8/2018,2,0,Buffet Breakfast,0,0,0,4,0,43,Offline,0,0,85.5,Arrived
INN23139,Neptune,12/8/2018,1,0,Luxury Buffet Breakfast,0,0,0,1,0,221,Offline,0,0,73.0,Arrived
INN02601,Neptune,25/1/2018,1,0,Buffet Breakfast,1,0,3,5,0,4,Online,0,0,64.08,Arrived
INN02311,Neptune,2/6/2018,2,0,Buffet Breakfast,1,0,0,3,0,126,Offline,0,0,80.75,Arrived
INN34278,Neptune,16/10/2017,1,0,Luxury Buffet Breakfast,0,0,0,2,0,102,Offline,0,0,87.0,Arrived
INN21200,Neptune,14/10/2017,2,0,Buffet Breakfast,1,0,0,4,0,65,Online,0,0,89.25,Arrived
INN06641,Neptune,13/2/2018,2,0,Not Selected,1,0,0,1,0,2,Online,0,0,79.0,Canceled
INN22113,Neptune,19/10/2017,2,0,Buffet Breakfast,2,0,1,1,0,13,Online,0,0,126.0,Arrived
INN20569,Venus,12/3/2018,1,0,Buffet Breakfast,1,0,2,2,0,61,Online,0,0,82.45,Arrived
INN20142,Neptune,29/12/2018,1,0,Buffet Breakfast,0,0,2,3,0,269,Offline,0,0,70.0,Arrived
INN12277,Neptune,9/6/2018,2,0,Buffet Breakfast,0,0,0,1,0,27,Offline,0,0,120.0,Arrived
INN32786,Neptune,26/7/2018,1,0,Luxury Buffet Breakfast,0,0,0,1,0,40,Offline,0,0,95.0,Arrived
INN22249,Jupiter,11/8/2018,2,2,Buffet Breakfast,1,0,0,3,0,19,Online,0,0,231.0,Canceled
INN31453,Neptune,12/9/2018,2,0,Buffet Breakfast,3,0,1,3,0,144,Online,0,0,126.9,Arrived
INN05382,Neptune,10/6/2018,2,0,Buffet Breakfast,1,0,0,2,0,107,Offline,0,0,130.0,Arrived
INN05367,Venus,22/8/2018,3,0,Buffet Breakfast,0,0,1,0,0,92,Online,0,0,150.3,Canceled
INN24749,Neptune,23/12/2017,2,0,Buffet Breakfast,1,0,0,2,0,46,Online,0,0,87.0,Arrived
INN00494,Venus,5/12/2018,2,0,Buffet Breakfast,0,0,1,3,0,14,Online,0,0,70.88,Arrived
INN21545,Jupiter,18/7/2018,2,2,Buffet Breakfast,2,1,1,1,0,190,Online,0,0,177.3,Canceled
INN16512,Neptune,6/4/2018,2,0,Buffet Breakfast,0,0,0,1,0,105,Offline,0,0,75.0,Canceled
INN25629,Saturn,24/10/2017,2,0,Buffet Breakfast,0,0,2,2,0,45,Online,0,0,76.77,Arrived
INN21159,Neptune,13/4/2018,2,0,Buffet Breakfast,0,0,0,4,0,74,Online,0,0,99.45,Arrived
INN00787,Neptune,21/8/2018,2,0,Buffet Breakfast,2,1,3,5,0,122,Offline,0,0,81.26,Arrived
INN29783,Neptune,25/8/2018,2,1,Buffet Breakfast,1,0,2,4,0,187,Online,0,0,90.95,Arrived
INN25235,Venus,26/11/2018,2,0,Buffet Breakfast,0,0,2,2,0,4,Online,0,0,75.51,Arrived
INN30971,Venus,17/8/2018,3,0,Luxury Buffet Breakfast,0,0,0,3,0,151,Online,0,0,204.0,Canceled
INN04158,Saturn,14/8/2017,2,0,Buffet Breakfast,0,0,1,2,0,1,Complementary,0,0,0.0,Arrived
INN31427,Neptune,27/3/2018,2,0,Luxury Buffet Breakfast,1,0,2,1,0,19,Offline,0,0,53.5,Arrived
INN10689,Neptune,4/4/2018,1,0,Buffet Breakfast,0,0,1,2,0,101,Offline,0,0,70.0,Canceled
INN13598,Neptune,7/6/2018,2,0,Buffet Breakfast,0,0,0,3,0,213,Offline,0,0,130.0,Canceled
INN11272,Neptune,2/10/2018,2,0,Buffet Breakfast,0,0,2,2,0,12,Offline,0,0,85.0,Arrived
INN00137,Neptune,25/7/2018,2,1,Buffet Breakfast,2,0,1,0,0,162,Online,0,0,121.5,Canceled
INN14071,Neptune,6/8/2018,2,0,Buffet Breakfast,1,0,0,1,0,218,Online,0,0,96.3,Canceled
INN04397,Venus,30/12/2018,3,0,Buffet Breakfast,0,0,2,2,0,203,Online,0,0,120.7,Arrived
INN33966,Venus,21/10/2017,1,0,Buffet Breakfast,1,0,0,1,0,0,Offline,0,0,145.0,Arrived
INN28874,Neptune,2/10/2017,1,0,Buffet Breakfast,0,0,0,2,0,164,Offline,0,0,100.0,Arrived
INN33075,Neptune,27/6/2018,1,0,Not Selected,0,0,1,5,0,40,Online,0,0,104.1,Canceled
INN15651,Neptune,16/10/2018,2,0,Buffet Breakfast,0,0,2,3,0,256,Online,0,0,100.75,Canceled
INN06232,Neptune,21/12/2018,1,0,Buffet Breakfast,2,0,1,4,0,36,Online,0,0,88.4,Arrived
INN27175,Neptune,24/4/2018,2,0,Buffet Breakfast,0,0,2,1,0,58,Online,0,0,81.08,Arrived
INN07581,Neptune,22/3/2018,1,0,Buffet Breakfast,0,1,0,1,2,4,Corporate,1,0,67.0,Arrived
INN04451,Neptune,5/9/2017,2,0,Buffet Breakfast,2,0,0,1,0,12,Online,0,0,124.0,Arrived
INN03857,Neptune,6/4/2018,1,0,Buffet Breakfast,0,1,0,1,5,1,Corporate,1,0,67.0,Arrived
INN27553,Neptune,21/9/2018,2,0,Buffet Breakfast,1,0,0,3,0,271,Offline,0,0,101.33,Canceled
INN32520,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,256,Offline,0,0,115.0,Canceled
INN04384,Venus,23/8/2018,3,0,Buffet Breakfast,0,0,0,4,0,137,Online,0,0,133.2,Canceled
INN06741,Venus,22/5/2018,2,0,Buffet Breakfast,1,0,2,1,0,172,Online,0,0,88.7,Arrived
INN17591,Venus,28/12/2017,2,0,Buffet Breakfast,1,1,1,3,0,17,Online,0,0,136.0,Arrived
INN27294,Neptune,11/11/2018,2,0,Buffet Breakfast,1,0,0,2,0,40,Online,0,0,130.0,Arrived
INN24798,Neptune,15/7/2018,2,1,Buffet Breakfast,3,0,0,1,0,101,Online,0,0,121.5,Arrived
INN12418,Neptune,26/12/2018,2,1,Buffet Breakfast,0,0,2,5,0,162,Online,0,0,158.56,Arrived
INN34009,Neptune,8/5/2018,2,0,Not Selected,1,0,1,0,0,0,Online,0,0,79.0,Arrived
INN27934,Neptune,19/3/2018,1,0,Buffet Breakfast,0,0,2,5,0,75,Online,0,0,74.68,Arrived
INN07825,Neptune,21/8/2017,2,0,Buffet Breakfast,2,0,1,2,0,2,Online,0,0,100.67,Arrived
INN08123,Venus,19/7/2018,3,0,Buffet Breakfast,2,0,0,2,0,172,Online,0,0,128.7,Canceled
INN01963,Neptune,2/1/2018,1,0,Luxury Buffet Breakfast,0,0,2,1,0,23,Offline,0,0,87.0,Arrived
INN10536,Neptune,15/6/2018,2,0,Luxury Buffet Breakfast,1,0,0,2,0,256,Offline,0,0,115.0,Canceled
INN21975,Neptune,20/6/2018,1,0,Buffet Breakfast,0,0,1,3,1,0,Aviation,1,0,95.0,Arrived
INN28791,Venus,12/10/2018,2,0,Buffet Breakfast,4,0,0,2,0,49,Online,0,0,139.5,Arrived
INN03292,Neptune,29/5/2018,1,0,Buffet Breakfast,1,0,2,0,0,9,Online,0,0,97.02,Arrived
INN33555,Neptune,15/8/2018,2,0,Not Selected,1,1,1,1,0,220,Online,0,0,99.0,Arrived
INN18955,Neptune,7/12/2018,2,0,Buffet Breakfast,1,0,0,1,0,112,Online,0,0,90.0,Canceled
